genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Hip-Hop,Mustard,Pure Water (with Migos),63cd4JkwGgYJrbOizbfmsp,91,0.172,0.68,194520.0,0.559,0.0,C,0.318,-5.545,Major,0.129,202.006,4/4,0.137
Rap,Yelawolf,Daddy's Lambo,49rnuaQOpoTeKe0PA5nKdo,59,0.0317,0.778,227573.0,0.71,0.0,B,0.0812,-7.175,Major,0.156,132.018,4/4,0.329
Folk,Tom Rosenthal,Take Care,5QIkWpgfZHlhUBI099FWnC,43,0.925,0.327,114520.0,0.159,0.00136,F,0.113,-11.098,Major,0.0433,126.809,4/4,0.0614
Indie,Catfish and the Bottlemen,Twice,2sewj0rFvlr3aEM3bGy12n,64,0.000163,0.408,196947.0,0.817,0.03,C,0.403,-4.59,Major,0.0759,136.617,4/4,0.288
Dance,Miley Cyrus,Thinkin',742YV8T9ZyczCNdrTIAhaw,53,0.0052,0.846,245053.0,0.706,3.93e-05,A,0.329,-3.48,Minor,0.031,115.041,4/4,0.873
Children’s Music,Black Flag,Six Pack,5Og9VyCOfxmZCuv1UhIyxE,51,0.157,0.33,140493.0,0.784,2.08e-05,D,0.58,-15.285,Major,0.19,115.402,4/4,0.196
Electronic,Ozoyo,Sleepy,6wf595O1wjvpXUmz41T6HZ,29,0.0223,0.79,78000.0,0.275,0.963,C#,0.107,-9.191,Major,0.0702,172.185,4/4,0.744
Hip-Hop,Drake,Tuscan Leather,4IJ7ZoJ8z8cAIbqYShF3ZZ,57,0.115,0.597,366400.0,0.679,0.0,F#,0.231,-5.401,Major,0.39,79.95,4/4,0.3
Indie,Moonchild,The List,60S3kb6qUdItQYMKS9tM63,49,0.867,0.442,305760.0,0.345,0.0352,C,0.251,-12.276,Major,0.276,82.825,4/4,0.342
Movie,Randy Newman,God's Song (That's Why I Love Mankind),4FQsLulwyc9HHLI0XZOFXt,23,0.972,0.501,203733.0,0.0629,0.000896,C,0.152,-19.933,Minor,0.0418,61.216,4/4,0.349
Comedy,Al Madrigal,Day Laborer,3ZXWQfzLCxDpDZm4OVh5pq,17,0.763,0.531,440040.0,0.946,0.0,C,0.908,-4.553,Major,0.858,112.946,4/4,0.277
Reggaeton,Angel Y Khriz,Maltrátame,1DhfAtzwAu26Mn0H44R71O,31,0.0135,0.835,188267.0,0.677,0.0,G#,0.114,-5.061,Major,0.088,104.987,4/4,0.756
Reggaeton,Revol,Nosotros Dos (feat. Wibal & Alex),6tV0ZJgd6UKZRmHqg1piKa,39,0.326,0.822,177737.0,0.789,4.86e-06,C#,0.302,-4.719,Major,0.101,94.041,4/4,0.769
Ska,Rancid,Old Friend,12hrTdStYqC2lM5SAIQOcq,48,0.00458,0.581,173800.0,0.972,0.00102,A,0.44,-5.404,Major,0.06,170.129,4/4,0.903
Blues,Steely Dan,I Can't Function,3UdyCUWEHFUG8U0jX4xUHu,24,0.528,0.847,239680.0,0.884,1.85e-06,A#,0.0345,-3.106,Minor,0.165,101.29,4/4,0.684
Rap,Yelawolf,Box Chevy,1H05u9gUX86XDLcSF75PZD,52,0.256,0.813,293147.0,0.606,0.00017,F#,0.0942,-7.474,Minor,0.0525,131.001,4/4,0.177
Alternative,Meat Puppets,Up on the Sun,7cGwqXXVav9Tg0XNoONPlo,40,0.198,0.477,244000.0,0.697,0.308,E,0.127,-9.277,Major,0.0273,111.855,4/4,0.774
Anime,Nobuo Uematsu,Awakening,680R0mhq7nLySWYdDmQWBr,25,0.925,0.407,103773.0,0.222,0.924,A,0.183,-12.964,Minor,0.0381,150.15,4/4,0.209
Hip-Hop,Token,Household Name,7pp0hwaR212kgDLNcUYVsC,57,0.166,0.78,198523.0,0.644,3.59e-06,F,0.183,-8.093,Minor,0.331,112.848,4/4,0.612
Hip-Hop,YFN Lucci,Unstoppable,6Bz1keXFp55VilaXJi2cqr,50,0.0189,0.672,230573.0,0.739,0.0,A,0.376,-5.257,Minor,0.172,125.039,4/4,0.274
Reggaeton,Hector & Tito,Yo Te Buscaba,0RyPsBxyf2w8g7tDvZOGch,28,0.0122,0.884,246760.0,0.893,1.89e-05,F#,0.0557,-3.448,Minor,0.0934,95.006,4/4,0.659
Ska,Goldfinger,Beacon,4Ws8aoU3Ob6qV0vONXKbY9,36,0.00112,0.479,188982.0,0.946,1.27e-05,C#,0.115,-3.052,Major,0.123,90.095,4/4,0.406
Comedy,Polo Polo,De Gira En España - En Vivo,2WNVUR0w8yVVHO37NgF1F0,30,0.44,0.606,136914.0,0.923,0.0,B,0.845,-10.747,Major,0.806,111.657,4/4,0.162
Pop,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",3odrUVQ9tvRpkC9II2oWzx,69,0.583,0.43,240867.0,0.53,0.0,C#,0.102,-7.941,Major,0.0447,96.14,4/4,0.159
Anime,TK from Ling tosite sigure,Dramatic Slow Motion,0Vs2WZdW34WQHUcDS7EPfy,28,0.000143,0.381,231240.0,0.934,0.000425,A#,0.152,-4.249,Minor,0.107,75.044,4/4,0.544
Alternative,Red Hot Chili Peppers,The Hunter,1ZPMK5UTafelYEQXmckRgN,51,0.538,0.256,240360.0,0.523,0.00832,G#,0.0849,-5.175,Major,0.0294,78.385,4/4,0.318
Indie,Kings of Leon,Cold Desert,1IhnbJZ7FywEL7YCyLKDgv,55,0.376,0.339,334707.0,0.448,0.00766,D,0.11,-8.081,Major,0.0295,57.902,4/4,0.164
Alternative,Stwo,Neither Do I,4IYmJKwEsFTwQUdzsWSiv1,60,0.453,0.812,220000.0,0.398,5.4e-06,A,0.12,-9.832,Minor,0.105,119.955,4/4,0.189
Comedy,Tom Segura,Cursing Is Bad / Rudely Interrupted,1e8nh5M6yYAOM2KnpAgoAz,34,0.924,0.568,158302.0,0.742,2.42e-05,A#,0.721,-10.354,Minor,0.942,80.564,3/4,0.537
Rock,Freddie Mercury,Love Me Like There's No Tomorrow,6PgdtBqsOgjA8pKFmVAsVI,49,0.272,0.528,226827.0,0.451,0.0,D,0.0601,-10.861,Major,0.0289,78.027,4/4,0.345
Classical,Jacques Offenbach,"Les contes d'Hoffmann, Act III: Je vois qu'on est en fête (Live)",31ZBxb2NwC9kfGEjaqtS9C,0,0.959,0.362,163373.0,0.108,1.31e-05,A,0.27,-25.825,Major,0.0872,81.135,4/4,0.134
Pop,Iggy Azalea,Fancy,3oiMJQAWVaxSubJ7b2VUtX,69,0.0904,0.912,199938.0,0.716,0.0,A#,0.0491,-4.141,Minor,0.0697,94.981,4/4,0.377
Hip-Hop,Key Glock,Winning,0tJ5UMwDJGP5lOjLhICWmr,59,0.0364,0.868,208692.0,0.554,0.0,F,0.298,-5.46,Major,0.237,110.948,4/4,0.419
Reggae,77 Jefferson,Rocksteady,1OxLrtnOOgGMgOmgojZR6o,37,0.451,0.846,176240.0,0.414,8.6e-06,A,0.217,-10.336,Major,0.117,136.05,4/4,0.837
Folk,Y La Bamba,Ojos Del Sol,2gke8YaJQur5OpkWAeIMdz,49,0.953,0.616,245161.0,0.193,0.000225,D#,0.383,-10.218,Major,0.0476,95.368,4/4,0.187
Classical,Howard Shore,Delivering the News,54BDogj8DLMEAyMRz9gWnC,52,0.982,0.384,220620.0,0.039,0.911,A,0.111,-23.58,Minor,0.0413,116.914,4/4,0.0361
Hip-Hop,A$AP Mob,BYF,6g5exlGGjNqJwIK6OQoolD,56,0.0499,0.787,174627.0,0.68,0.0,G,0.117,-5.991,Minor,0.0488,110.016,4/4,0.574
Indie,Phoenix,1901,3FM33HqRlV7J1QJoPOnd2u,63,0.0605,0.591,193107.0,0.831,4.67e-05,C,0.19,-5.647,Major,0.0415,144.084,4/4,0.705
Hip-Hop,Nicky Jam,Mil Lágrimas,5EFAloMY9VlEKrjllKoXjL,61,0.267,0.7,208347.0,0.528,0.0,C#,0.0892,-5.979,Minor,0.0498,79.987,4/4,0.717
Anime,BACK-ON,Selfish,1U7fEVPNLaU3JNENYESbiV,15,0.000888,0.457,162507.0,0.951,0.0,A,0.0751,-4.173,Major,0.158,189.652,4/4,0.77
Classical,Johann Sebastian Bach,"Violin Sonata in G Minor, BWV 1020: I. Allegro. Moderato - Arr. for Harp and Flute",5wx4KlO8s6QW0MgL3nI3Ln,40,0.986,0.561,263640.0,0.195,0.894,G,0.159,-19.37,Minor,0.0641,88.396,3/4,0.703
Hip-Hop,112,Anywhere,0Zze3tFRSNwL6KllmYjLgZ,55,0.114,0.589,244133.0,0.477,0.0,A#,0.188,-9.025,Major,0.29,125.867,4/4,0.841
Opera,Jean-Baptiste Lully,"Le triomphe de l'amour, LWV 59: Air d'Apollon",5lGdrqId4bFSSPVXmdXGh7,18,0.836,0.269,160720.0,0.0924,0.139,F,0.126,-18.515,Minor,0.0398,125.353,5/4,0.148
Opera,Georges Bizet,"Carmen (1997 - Remaster), Act I: Voici l'ordre; partez",0weTskmeE1huGMzJaNAVsb,21,0.949,0.371,119240.0,0.0697,1.54e-05,C#,0.0917,-20.315,Major,0.0919,114.846,4/4,0.366
Soundtrack,John Williams,The Dementors Converge,2RZzPKxhmYIjJXWLoyf4e9,40,0.866,0.0976,192853.0,0.234,0.898,C,0.127,-17.447,Major,0.039,88.954,4/4,0.0379
Classical,Anton Bruckner,"Symphony No. 9 in D Minor, WAB 109: II. Scherzo. Bewegt, lebhaft - Trio. Schnell - Live",4uWD7kXduwnN67XlUC4CSZ,28,0.957,0.36,649987.0,0.0869,0.744,F#,0.0973,-20.99,Minor,0.0349,98.817,4/4,0.0561
Movie,Henri Salvador,24 heures par jour,3RZCz2Udhx5S9nRMasEZD5,0,0.951,0.805,153973.0,0.156,0.0,F,0.175,-13.312,Major,0.106,117.846,4/4,0.512
Pop,Wiz Khalifa,Ass Drop,2iDjCLUOGhJtz5cPHljGVd,64,0.0136,0.816,166707.0,0.578,1.2e-05,A#,0.0412,-4.536,Minor,0.0986,177.959,4/4,0.302
Country,Dan + Shay,Tequila - Sylvain Armand Remix,4SkQXSoWLwJO32yl15tctV,36,0.0798,0.692,191890.0,0.83,0.0,B,0.405,-5.97,Major,0.0692,104.96,4/4,0.598
Anime,Ho - Kago Tea Time,"Ohayou, Mata Ashita",3jD6EFk93cBAMwuWHTJhlF,25,0.321,0.672,295320.0,0.659,0.00169,E,0.113,-6.091,Major,0.0322,126.016,4/4,0.43
Country,Zac Brown Band,Quiet Your Mind,00bG1RjQJbmBQqXMTnLnia,37,0.373,0.46,220333.0,0.411,0.0,C#,0.0896,-7.238,Major,0.0314,158.988,3/4,0.115
Ska,The Mighty Mighty Bosstones,Noise Brigade,55iLLdGgImyUXU27Lnyf2w,35,0.115,0.479,133933.0,0.925,0.0,A,0.1,-4.815,Major,0.0568,93.719,4/4,0.75
Opera,Giuseppe Verdi,"Macbeth, Act I: O qual orrenda notte!",0F2OKFzhq3xz6vAhnpL89g,11,0.94,0.328,121227.0,0.259,0.00555,C#,0.257,-16.675,Major,0.0626,76.998,4/4,0.22
Electronic,Bonobo,All In Forms,4SxoponB2oxqjuOSNYhTjb,47,0.102,0.701,291733.0,0.557,0.865,A,0.164,-8.816,Major,0.0291,109.995,4/4,0.586
Indie,The Head and the Heart,I Don't Mind,4BNBfgSjKSVTagFBvtst7s,48,0.0035,0.47,154173.0,0.858,0.00239,G#,0.0578,-5.686,Major,0.0547,99.928,4/4,0.397
Blues,Fats Domino,Mardi Gras In New Orleans,6jRkYvtJOpiCOu4iZYF6qJ,29,0.895,0.663,142173.0,0.676,0.453,G#,0.148,-10.147,Major,0.0431,128.563,4/4,0.843
Dance,5 Seconds of Summer,Just Saying,0ZeBg8lBbcv7zN4Kj5K8jc,53,0.00127,0.438,159618.0,0.882,0.0,A,0.508,-5.459,Major,0.154,184.058,4/4,0.674
Reggaeton,Zion & Lennox,Ella Me Conviene,4EyHtgj1zQBsfkBPI5UZj5,14,0.0242,0.703,223440.0,0.885,0.0,F,0.135,-6.8,Major,0.0378,114.011,4/4,0.521
Ska,Los Auténticos Decadentes,Besándote - MTV Unplugged,73n6c7PBk3PsYNAuMroTh3,54,0.349,0.653,166581.0,0.798,0.0,G,0.708,-7.113,Major,0.0439,99.161,4/4,0.555
R&B,Tamar Braxton,If I Don't Have You,64NrwdHmYQjYdHdUVWV7ED,39,0.431,0.399,254320.0,0.566,0.0,C,0.0869,-4.388,Major,0.078,189.274,3/4,0.461
Pop,Nickelback,Someday,4PkJ7c9y1CwpuVOiJODnCZ,66,0.000616,0.455,207467.0,0.858,0.000247,B,0.226,-5.659,Minor,0.0391,163.118,4/4,0.597
Jazz,Between The Buried And Me,Yellow Eyes,4sFTXj6a0y3KeB0zEqdnbM,38,4.58e-05,0.276,524663.0,0.967,0.00126,E,0.367,-5.067,Minor,0.118,95.226,4/4,0.428
Hip-Hop,Rittz,In My Zone,5i2bkKprKcLgcYb07g7I5u,64,0.279,0.723,298200.0,0.691,0.0,C#,0.0363,-6.784,Minor,0.219,138.038,5/4,0.512
Classical,Claude Debussy,Clair de Lune,53PCccWVUMrahgaRvpIcXf,25,0.971,0.0961,261760.0,0.0345,0.959,C#,0.076,-28.7,Major,0.0421,87.249,4/4,0.0391
Comedy,The Jerky Boys,Super Across The Way,0FaEXGbrDcwtoQIuE5DP7w,17,0.967,0.607,57000.0,0.39,0.0,A#,0.713,-13.904,Minor,0.949,197.657,3/4,0.549
Comedy,Russell Peters,Beijing KFC,0BHNjs0G2Zj1fCSSGkYJBp,28,0.766,0.591,184707.0,0.672,0.0,C,0.766,-11.457,Major,0.96,59.129,3/4,0.3
Classical,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: V. Menuets I & II",4JXQV1LS3lw09MwCFFASso,42,0.948,0.315,185493.0,0.0696,0.879,G,0.24,-23.285,Major,0.0511,127.781,5/4,0.398
Children's Music,Enzo Garcia,The Green Grass Grows,0ZxYyNP13GKmdLIRunrom3,0,0.83,0.67,282507.0,0.256,0.0,G,0.0866,-10.873,Major,0.45,171.346,4/4,0.638
Comedy,Eddie Izzard,Greeks,5w0T5BaztZIgC3eN8T49yt,13,0.947,0.715,55200.0,0.538,0.0,E,0.778,-16.463,Minor,0.951,40.182,4/4,0.542
Reggaeton,Don Omar,Soledad,4joRJ9BbN4S3PxvCehX73Y,51,0.0862,0.623,192053.0,0.879,0.0,A,0.368,-4.396,Minor,0.106,196.028,4/4,0.602
Blues,Ty Segall,Warm Hands,3nrUi7YGFsPvsLJ6LqomFh,34,0.000269,0.194,574453.0,0.803,0.167,G#,0.385,-9.106,Major,0.0521,161.103,4/4,0.357
Comedy,Andy Woodhull,A Just Punishment,4LLTGpaUwz1DpXdeWZDdVJ,12,0.776,0.605,127619.0,0.758,0.0,A,0.769,-7.73,Major,0.909,112.091,4/4,0.548
Reggaeton,Fanny Lu,Romper el Hielo - Versión Salsa,2KvVBGB40olQ6BdKN1Lwbi,37,0.521,0.777,205947.0,0.857,0.0,A,0.111,-2.8,Minor,0.068,100.054,4/4,0.894
Blues,"Clarence ""Frogman"" Henry",Ain't Got No Home,06r30bE8T4VXXN7hI9o93L,39,0.32,0.662,141867.0,0.471,4.25e-05,C,0.131,-8.048,Major,0.0569,84.41,4/4,0.552
Dance,Rihanna,We Found Love,6qn9YLKt13AGvpq9jfO8py,74,0.025,0.734,215227.0,0.766,0.00138,C#,0.108,-4.485,Major,0.0383,127.986,4/4,0.6
R&B,Chris Brown,High End,2XdgSB4TtzUHQYCMfSHbFI,56,0.0144,0.725,202214.0,0.503,1.52e-06,A#,0.124,-5.646,Major,0.209,153.047,4/4,0.0636
Children's Music,The Wonder Kids,You're My God,20ltvhaLRxFkMMUavhP9S7,0,0.323,0.701,188666.0,0.614,0.0,G,0.0342,-7.945,Major,0.0299,119.941,4/4,0.547
Opera,Gioachino Rossini,"Introduction, Theme and Variations for Clarinet and Orchestra in E flat major - Cadenza: Charles Neidich: Introduzione: Andante (sostenuto)",7sJExZ0lqrwadGrY9kCOYg,12,0.98,0.284,239493.0,0.0442,0.718,A#,0.197,-23.368,Major,0.045,106.788,4/4,0.128
Reggaeton,Victor Muñoz,Pa' Decirte Que Te Quiero,5b4PMk0T9shSyTw4pOtMWB,28,0.0618,0.68,187717.0,0.855,0.0,C,0.228,-3.896,Major,0.115,104.948,4/4,0.899
Rock,George Harrison,Isn't It A Pity,25fDeVbN8AYWRriJfutwaG,55,0.00211,0.272,430867.0,0.661,0.142,G,0.0579,-7.604,Major,0.0266,144.332,4/4,0.281
Indie,Bon Iver,22 (OVER S∞∞N) - Bob Moose Extended Cab Version,4HEqM4RSvXQAXqSdqqD8qE,49,0.978,0.297,202604.0,0.142,0.122,C#,0.0728,-14.791,Major,0.0357,67.184,4/4,0.08
Pop,Future,Promise U That,7EB2UpfRbS4QVjZQlKLi3Z,70,0.338,0.638,205423.0,0.568,0.0,C#,0.487,-6.579,Minor,0.159,127.806,4/4,0.446
Comedy,Michael Ian Black,The House Is Built,47RyZWDFcyYJJlgo9oPair,22,0.81,0.575,105753.0,0.436,0.0,B,0.815,-14.962,Minor,0.962,79.01,4/4,0.638
Electronic,The Chemical Brothers,Let Forever Be,3m1JFLpKLYgMi1jf6Bu16P,56,0.00912,0.252,236360.0,0.872,8.79e-06,G#,0.109,-3.752,Major,0.0777,126.938,4/4,0.399
Jazz,B.B. King,Better Not Look Down - Single Version,20VyHR0s9CdmSLM06I4Y48,41,0.745,0.723,202427.0,0.734,0.0164,C#,0.0443,-11.088,Major,0.235,102.164,4/4,0.742
Soundtrack,Johan Söderqvist,Under No Flag,1KxugUgtoxN1FUxM6u7fD6,50,0.753,0.137,216600.0,0.172,0.953,G,0.0976,-15.919,Major,0.0404,100.274,4/4,0.0592
Jazz,Tony Bennett,I’ve Got A Crush On You,4trf04VhWM65NVBCFkpf1N,47,0.941,0.401,238573.0,0.131,6.02e-06,G,0.112,-12.738,Minor,0.0427,173.272,3/4,0.144
Folk,Coasts,You Could Have Been The One,2kHps71ssELNoibannedNM,48,0.0104,0.499,255738.0,0.879,0.0,B,0.0887,-5.566,Major,0.0567,122.091,4/4,0.493
Children's Music,Music Together,Don Alfredo Baila,65JUDt8UCs0TuUrfOWMv6q,25,0.778,0.839,150640.0,0.466,0.0341,E,0.199,-11.43,Major,0.0575,121.178,4/4,0.98
Country,Aaron Lewis,75,5nZ1p0NXZwPxF9nDxhVrW3,42,0.321,0.295,342000.0,0.46,0.00373,D#,0.203,-6.31,Major,0.028,200.104,3/4,0.358
Blues,The Black Crowes,The Night They Drove 'Ol Dixie Down,1gkM9Eu5IwZEJi4RKHiRmn,32,0.214,0.404,376253.0,0.726,0.000293,C,0.834,-7.099,Major,0.079,115.289,4/4,0.214
Ska,The Jam,Happy Together,1YwU2O2WEdwSwprrNiDju4,33,0.000481,0.466,170040.0,0.872,0.0,B,0.498,-7.629,Minor,0.0515,148.573,4/4,0.832
