budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",,26665,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10909, ""name"": ""lawyer""}]",en,Aberdeen,"Kaisa is a Scot, a successful London lawyer, who snorts coke and has one-night stands with strangers. Her mother calls from Aberdeen with some story begging her to fly to Norway and collect her alcoholic dad whom she hasn't seen in years.",1.068819,"[{""name"": ""Filmfabriken Baltic Sea AB"", ""id"": 4552}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]",2000-07-05,0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Aberdeen,7.0,6
2600000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,10895,"[{""id"": 131, ""name"": ""italy""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2710, ""name"": ""fairy""}, {""id"": 3244, ""name"": ""pinocchio""}, {""id"": 3473, ""name"": ""carnival""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 5560, ""name"": ""nose""}, {""id"": 6300, ""name"": ""puppet""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 33674, ""name"": ""conscience""}, {""id"": 33675, ""name"": ""jackass""}, {""id"": 33676, ""name"": ""figaro""}, {""id"": 33677, ""name"": ""sneezing""}, {""id"": 187065, ""name"": ""toy comes to life""}]",en,Pinocchio,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",46.007991,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1940-02-23,84300000,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,For anyone who has ever wished upon a star.,Pinocchio,6.9,1355
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,139998,"[{""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 33490, ""name"": ""filmmaking""}, {""id"": 204262, ""name"": ""film editing""}]",en,Supporting Characters,Two New York film editors balance their personal relationships while reworking a movie in crisis.,0.620554,[],[],2012-01-23,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Supporting Characters,6.7,10
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",http://www.beowulfmovie.com/,2310,"[{""id"": 509, ""name"": ""denmark""}, {""id"": 2037, ""name"": ""nordic mythology""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 3932, ""name"": ""pride and vanity""}, {""id"": 4615, ""name"": ""folk hero""}, {""id"": 5035, ""name"": ""human weakness""}, {""id"": 5895, ""name"": ""viking""}, {""id"": 7368, ""name"": ""alienation""}, {""id"": 7411, ""name"": ""festival hall""}, {""id"": 7412, ""name"": ""sin""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 161919, ""name"": ""adult animation""}, {""id"": 196544, ""name"": ""motion capture""}]",en,Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",35.601665,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Shangri-La Entertainment"", ""id"": 2265}, {""name"": ""ImageMovers"", ""id"": 11395}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-05,195735876,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil breeds pain.,Beowulf,5.5,841
0,"[{""id"": 18, ""name"": ""Drama""}]",,45153,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 5975, ""name"": ""menstruation""}, {""id"": 6156, ""name"": ""superstition""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 11705, ""name"": ""tavern""}, {""id"": 12335, ""name"": ""aunt niece relationship""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 34100, ""name"": ""all black cast""}, {""id"": 187056, ""name"": ""woman director""}]",en,Eve's Bayou,"The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll...",1.126941,[],[],1997-09-07,0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The secrets that hold us together can also tear us apart.,Eve's Bayou,6.1,27
0,"[{""id"": 99, ""name"": ""Documentary""}]",http://www.51birchstreet.com/index.php,79161,[],en,51 Birch Street,"Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined. 51 Birch Street is a riveting personal documentary that explores a universal human question: how much about your parents do you really want to know?",0.049921,"[{""name"": ""Copacetic Pictures"", ""id"": 8139}]",[],2006-10-18,0,90.0,[],Released,Do you really want to know your parents?,51 Birch Street,6.8,6
0,"[{""id"": 37, ""name"": ""Western""}]",,376010,[],en,Western Religion,"The year is 1879. Gunfighters from the far reaches of the globe descend on Religion, AZ to compete in a legendary poker tournament. Drawn by the gold prize, the players come to realize that in this game, their very souls are at stake.",0.58954,"[{""name"": ""3rd Partner Productions"", ""id"": 72018}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-09,0,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Your soul is at stake in Religion, Arizona.",Western Religion,0.0,0
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.thesisterhoodofnight-movie.com/,206197,"[{""id"": 616, ""name"": ""witch""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Sisterhood of Night,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.",2.868942,[],[],2015-04-10,0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Salem Witch Trials remixed.,The Sisterhood of Night,6.5,31
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",http://www.hanselandgretelmovie.com/,60304,"[{""id"": 616, ""name"": ""witch""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11173, ""name"": ""troll""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 40931, ""name"": ""witchcraft""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 177894, ""name"": ""witch hunt""}, {""id"": 177900, ""name"": ""witch hunter""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 190022, ""name"": ""hansel and gretel""}, {""id"": 192655, ""name"": ""guns""}, {""id"": 209714, ""name"": ""3d""}]",en,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",53.02787,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Deutsche Filmf\u00f6rderfonds (DFFF)"", ""id"": 11238}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-01-17,224803475,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Classic tale. New twist.,Hansel & Gretel: Witch Hunters,5.7,3239
33000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,10685,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2250, ""name"": ""menace""}, {""id"": 3877, ""name"": ""covered investigation""}, {""id"": 4633, ""name"": ""state of emergency""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12663, ""name"": ""little girl""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 157154, ""name"": ""psychotherapy""}]",en,The Watcher,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",7.339908,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-08,0,96.0,"[{""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't go home alone.,The Watcher,4.9,110
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/thefinesthoursmovie,300673,"[{""id"": 3547, ""name"": ""coast guard""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 168683, ""name"": ""storm at sea""}, {""id"": 180100, ""name"": ""sinking ship""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 209714, ""name"": ""3d""}]",en,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,28.223664,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Whitaker Entertainment"", ""id"": 51164}, {""name"": ""Bergsten Music"", ""id"": 77739}, {""name"": ""Red Hawk Entertainment"", ""id"": 78217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-25,52099090,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"32 survivors, room for 12.",The Finest Hours,6.3,588
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,11058,"[{""id"": 222, ""name"": ""schizophrenia""}, {""id"": 402, ""name"": ""clone""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 13005, ""name"": ""doctor""}]",en,Godsend,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.",12.10235,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Artists Production Group (APG)"", ""id"": 18620}, {""name"": ""Blue Productions"", ""id"": 57347}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-30,30114487,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When a miracle becomes a nightmare, evil is born.",Godsend,4.7,114
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,66,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 833, ""name"": ""white house""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 208633, ""name"": ""secret service agent""}]",en,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,13.576765,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-02-14,50068310,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Corrupts Absolutely.,Absolute Power,6.4,223
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",http://www.chipmunks.com,6477,"[{""id"": 637, ""name"": ""pop""}, {""id"": 3490, ""name"": ""pop star""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 4902, ""name"": ""surprise""}, {""id"": 5310, ""name"": ""approach""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6706, ""name"": ""performance""}, {""id"": 10986, ""name"": ""chipmunk""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 33475, ""name"": ""songwriter""}, {""id"": 167625, ""name"": ""talking to animals""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Alvin and the Chipmunks,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",47.336034,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-13,361366633,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Get your squeak on!,Alvin and the Chipmunks,5.5,1177
3000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.tsotsimovie.com/,868,"[{""id"": 100, ""name"": ""slum""}, {""id"": 1009, ""name"": ""baby""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 4339, ""name"": ""johannesburg""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 155238, ""name"": ""hijack""}]",af,Tsotsi,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",2.504169,"[{""name"": ""Movieworld Productions"", ""id"": 563}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""UK Film & TV Production Company"", ""id"": 565}, {""name"": ""National Film & Video Foundation of South Africa"", ""id"": 566}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2005-08-18,9879971,94.0,"[{""iso_639_1"": ""af"", ""name"": ""Afrikaans""}, {""iso_639_1"": ""xh"", ""name"": """"}, {""iso_639_1"": ""zu"", ""name"": ""isiZulu""}]",Released,In this world... Redemption comes just once.,Tsotsi,6.9,94
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}]",,9392,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 1964, ""name"": ""cave""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 6399, ""name"": ""rope""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 8695, ""name"": ""bestie""}, {""id"": 8796, ""name"": ""appalachia""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 50009, ""name"": ""survival horror""}]",en,The Descent,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",23.413188,"[{""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Northmen Productions"", ""id"": 45785}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2005-07-08,0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Scream your last breath.,The Descent,6.8,1005
19000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,173931,[],zh,兔侠传奇,"In order to keep his promise to an aging kung fu master, Fu the Rabbit must venture out of the comfort of his kitchen and team up with Penny, a kung fu prodigy, on a heroic quest to save their kung fu academy.",0.738652,[],[],2011-01-01,2570000,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,From zero to hero.,Legend of a Rabbit,3.0,3
115000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,1893,"[{""id"": 530, ""name"": ""prophecy""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2063, ""name"": ""taskmaster""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 4488, ""name"": ""apprentice""}, {""id"": 6128, ""name"": ""taxes""}, {""id"": 161176, ""name"": ""space opera""}]",en,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",54.035265,"[{""name"": ""Lucasfilm"", ""id"": 1}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-05-19,924317558,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,6.3,4432
30000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.thenextthreedaysmovie.com/index.html,43539,"[{""id"": 2620, ""name"": ""evidence""}, {""id"": 3022, ""name"": ""passport""}, {""id"": 41379, ""name"": ""argument""}, {""id"": 154879, ""name"": ""county jail""}, {""id"": 154881, ""name"": ""fingerprints""}, {""id"": 154882, ""name"": ""appeal""}, {""id"": 154884, ""name"": ""escape artist""}]",en,The Next Three Days,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",34.421696,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Fid\u00e9lit\u00e9 Films"", ""id"": 2927}, {""name"": ""Hwy61"", ""id"": 6320}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-11-18,51148651,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What if you had 72 hours to save everything you live for?,The Next Three Days,6.9,905
53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,22803,"[{""id"": 331, ""name"": ""tattoo""}, {""id"": 352, ""name"": ""secret passage""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 193551, ""name"": ""vigilantism""}]",en,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,49.593978,"[{""name"": ""Film Department, The"", ""id"": 5257}, {""name"": ""Evil Twins"", ""id"": 5802}, {""name"": ""Warp Films"", ""id"": 12180}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-15,126690726,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The System Must Pay.,Law Abiding Citizen,7.2,1486
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,38303,"[{""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,You Again,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",19.962713,"[{""name"": ""Oops Doughnuts Productions"", ""id"": 5698}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Frontier Pictures"", ""id"": 11837}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-24,32005248,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What doesn't kill you... is going to marry your brother.,You Again,6.0,368
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",,25983,"[{""id"": 4720, ""name"": ""ritual""}, {""id"": 6158, ""name"": ""cult""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10864, ""name"": ""human sacrifice""}, {""id"": 14773, ""name"": ""eclipse""}, {""id"": 161270, ""name"": ""satanic ritual""}, {""id"": 210012, ""name"": ""mumblegore""}]",en,The House of the Devil,"In the 1980s, college student Samantha Hughes takes a strange babysitting job that coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret.",8.628485,"[{""name"": ""Glass Eye Pix"", ""id"": 1360}, {""name"": ""MPI Media Group"", ""id"": 23457}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-25,0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Talk on the phone. Finish your homework. Watch TV. Die.,The House of the Devil,6.0,197
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,13682,[],en,Pooh's Heffalump Movie,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",9.03154,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-11,0,68.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's something new in the Hundred Acre Wood.,Pooh's Heffalump Movie,6.4,88
29000000,"[{""id"": 27, ""name"": ""Horror""}]",,10307,"[{""id"": 716, ""name"": ""vatican""}, {""id"": 2618, ""name"": ""miracle""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 6159, ""name"": ""clergyman""}, {""id"": 8778, ""name"": ""atheist""}]",en,Stigmata,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",14.993169,"[{""name"": ""FGM Entertainment"", ""id"": 2347}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-10,50041732,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,The messenger must be silenced.,Stigmata,6.0,242
